PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),Temperature (Celsius),Humidity (%),Pressure (pascal),Particle Count,hour,day,month,day_of_week,AQI,AQI Category
16,24,13,441,19,62,83277,73616,3,6,3,Thursday,53.333333333333336,Unhealthy
20,31,15,448,21,59,83337,92932,4,6,3,Thursday,66.66666666666666,Unhealthy
16,24,12,416,24,54,83370,72327,5,6,3,Thursday,53.333333333333336,Unhealthy
13,19,10,411,27,48,83383,59907,6,6,3,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
13,19,10,407,28,44,83353,58998,7,6,3,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
15,23,11,406,30,38,83296,68145,8,6,3,Thursday,50.0,Unhealthy
16,26,13,406,30,33,83185,74887,9,6,3,Thursday,53.333333333333336,Unhealthy
9,14,7,407,32,28,83043,44091,10,6,3,Thursday,30.0,Unhealthy for Sensitive Groups
7,11,6,407,33,24,82955,34657,11,6,3,Thursday,23.333333333333332,Moderate
7,11,6,408,32,23,82904,34084,12,6,3,Thursday,23.333333333333332,Moderate
7,11,6,408,31,25,82885,33489,13,6,3,Thursday,23.333333333333332,Moderate
6,9,5,410,30,27,82916,28473,14,6,3,Thursday,20.0,Moderate
7,11,5,414,28,31,82982,31692,15,6,3,Thursday,23.333333333333332,Moderate
13,22,10,427,27,36,83058,58803,16,6,3,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
14,24,11,430,25,36,83116,66283,17,6,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
16,27,13,428,25,40,83176,71996,18,6,3,Thursday,53.333333333333336,Unhealthy
11,18,9,422,24,42,83231,51156,19,6,3,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
14,22,11,424,24,45,83256,66236,20,6,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
16,25,13,426,23,48,83237,74540,21,6,3,Thursday,53.333333333333336,Unhealthy
17,26,13,429,23,50,83185,76940,22,6,3,Thursday,56.666666666666664,Unhealthy
14,21,11,429,23,52,83155,62835,23,6,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,420,22,57,83177,62532,0,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,417,21,64,83197,62591,1,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
15,22,11,418,21,69,83241,67486,2,7,3,Friday,50.0,Unhealthy
15,23,12,428,21,67,83266,69434,3,7,3,Friday,50.0,Unhealthy
18,28,14,429,22,64,83312,84578,4,7,3,Friday,60.0,Unhealthy
19,29,14,416,24,60,83343,86053,5,7,3,Friday,63.33333333333333,Unhealthy
16,24,13,411,27,50,83341,72865,6,7,3,Friday,53.333333333333336,Unhealthy
18,29,14,408,28,45,83307,85555,7,7,3,Friday,60.0,Unhealthy
17,27,14,407,31,39,83214,79802,8,7,3,Friday,56.666666666666664,Unhealthy
17,27,14,406,32,35,83105,78271,9,7,3,Friday,56.666666666666664,Unhealthy
16,25,13,407,32,33,82982,73507,10,7,3,Friday,53.333333333333336,Unhealthy
13,21,10,407,32,31,82887,60145,11,7,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
10,17,8,406,33,28,82837,47886,12,7,3,Friday,33.33333333333333,Unhealthy for Sensitive Groups
10,17,8,407,31,30,82809,48438,13,7,3,Friday,33.33333333333333,Unhealthy for Sensitive Groups
13,21,11,411,30,35,82838,61002,14,7,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
14,23,10,414,29,36,82890,61853,15,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
14,24,10,418,28,37,82957,61989,16,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
14,22,11,418,27,38,83053,64710,17,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
18,28,14,420,27,42,83109,79209,18,7,3,Friday,60.0,Unhealthy
14,22,10,417,25,50,83169,61896,19,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
15,24,11,421,24,62,83182,66185,20,7,3,Friday,50.0,Unhealthy
13,20,10,417,23,59,83155,59289,21,7,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,10,418,23,59,83104,60204,22,7,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
14,21,11,418,23,59,83057,64849,23,7,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
15,23,12,419,23,61,83014,68575,0,8,3,Saturday,50.0,Unhealthy
15,23,12,423,23,62,83016,70505,1,8,3,Saturday,50.0,Unhealthy
16,24,13,420,22,64,83063,72885,2,8,3,Saturday,53.333333333333336,Unhealthy
16,25,13,421,22,67,83124,74463,3,8,3,Saturday,53.333333333333336,Unhealthy
18,27,14,420,23,68,83150,83243,4,8,3,Saturday,60.0,Unhealthy
20,31,15,413,23,66,83176,95160,5,8,3,Saturday,66.66666666666666,Unhealthy
19,29,14,412,26,56,83149,87341,6,8,3,Saturday,63.33333333333333,Unhealthy
21,32,15,409,27,53,83125,98189,7,8,3,Saturday,70.0,Unhealthy
21,33,15,407,29,47,83079,98172,8,8,3,Saturday,70.0,Unhealthy
20,33,15,407,30,42,82974,95028,9,8,3,Saturday,66.66666666666666,Unhealthy
18,28,14,406,31,39,82848,82067,10,8,3,Saturday,60.0,Unhealthy
14,22,10,406,31,36,82747,62016,11,8,3,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
13,21,10,405,31,35,82691,59464,12,8,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
12,20,10,406,31,36,82668,56369,13,8,3,Saturday,40.0,Unhealthy for Sensitive Groups
14,23,11,409,29,39,82698,63801,14,8,3,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
16,25,13,413,28,42,82751,72863,15,8,3,Saturday,53.333333333333336,Unhealthy
18,30,14,417,27,45,82848,82456,16,8,3,Saturday,60.0,Unhealthy
18,29,14,421,27,47,82928,82375,17,8,3,Saturday,60.0,Unhealthy
19,28,15,421,26,49,82986,85256,18,8,3,Saturday,63.33333333333333,Unhealthy
16,25,13,420,26,50,83024,75834,19,8,3,Saturday,53.333333333333336,Unhealthy
12,19,10,417,25,51,83053,55602,20,8,3,Saturday,40.0,Unhealthy for Sensitive Groups
12,18,9,416,24,54,83044,53594,21,8,3,Saturday,40.0,Unhealthy for Sensitive Groups
13,20,10,416,24,57,82984,58480,22,8,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,10,417,24,59,82940,61224,23,8,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
14,22,11,419,23,62,82920,65827,0,9,3,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
15,23,12,420,23,64,82940,70000,1,9,3,Sunday,50.0,Unhealthy
16,25,13,423,23,65,82982,74798,2,9,3,Sunday,53.333333333333336,Unhealthy
16,25,13,419,22,68,83058,74454,3,9,3,Sunday,53.333333333333336,Unhealthy
19,29,15,421,23,69,83125,87435,4,9,3,Sunday,63.33333333333333,Unhealthy
22,35,17,416,24,66,83168,108129,5,9,3,Sunday,73.33333333333333,Unhealthy
19,29,15,412,27,55,83191,89561,6,9,3,Sunday,63.33333333333333,Unhealthy
13,20,10,409,30,46,83164,60857,7,9,3,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
13,19,10,408,31,40,83080,58509,8,9,3,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
14,21,11,409,32,37,82971,62762,9,9,3,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,409,32,36,82847,63559,10,9,3,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
12,18,9,410,33,33,82741,54973,11,9,3,Sunday,40.0,Unhealthy for Sensitive Groups
11,18,9,410,32,32,82674,52491,12,9,3,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
17,26,13,414,30,42,82680,76019,13,9,3,Sunday,56.666666666666664,Unhealthy
14,21,11,415,29,44,82718,64827,14,9,3,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,419,28,47,82779,64026,15,9,3,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
21,33,16,423,27,51,82889,100755,16,9,3,Sunday,70.0,Unhealthy
9,15,7,419,25,60,83037,43114,17,9,3,Sunday,30.0,Unhealthy for Sensitive Groups
10,15,8,424,23,68,83123,44757,18,9,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,427,23,68,83167,45838,19,9,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
11,16,8,433,23,69,83168,48912,20,9,3,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,429,23,70,83135,42116,21,9,3,Sunday,30.0,Unhealthy for Sensitive Groups
9,13,7,437,22,71,83091,41136,22,9,3,Sunday,30.0,Unhealthy for Sensitive Groups
5,7,4,426,22,72,83048,23368,23,9,3,Sunday,16.666666666666664,Moderate
5,8,4,427,22,71,83025,24088,0,10,3,Monday,16.666666666666664,Moderate
2,4,2,421,21,70,83062,12646,1,10,3,Monday,6.666666666666667,Good
2,4,2,424,21,70,83107,13177,2,10,3,Monday,6.666666666666667,Good
4,6,3,435,21,71,83218,18885,3,10,3,Monday,13.333333333333334,Good
3,5,2,429,21,70,83317,17265,4,10,3,Monday,10.0,Good
6,9,5,429,22,70,83340,28390,5,10,3,Monday,20.0,Moderate
6,9,5,422,22,69,83336,30365,6,10,3,Monday,20.0,Moderate
4,7,3,415,25,62,83315,23151,7,10,3,Monday,13.333333333333334,Good
3,5,2,411,27,56,83269,16891,8,10,3,Monday,10.0,Good
2,3,2,410,28,51,83176,10913,9,10,3,Monday,6.666666666666667,Good
2,3,2,410,29,47,83074,9218,10,10,3,Monday,6.666666666666667,Good
2,3,2,410,30,44,82967,10744,11,10,3,Monday,6.666666666666667,Good
3,5,2,409,29,48,82907,17024,12,10,3,Monday,10.0,Good
3,4,2,412,28,48,82898,14120,13,10,3,Monday,10.0,Good
4,7,3,416,27,52,82952,21550,14,10,3,Monday,13.333333333333334,Good
5,8,4,423,26,57,83048,26559,15,10,3,Monday,16.666666666666664,Moderate
5,8,4,437,23,66,83122,25934,16,10,3,Monday,16.666666666666664,Moderate
11,17,9,446,23,69,83184,53863,17,10,3,Monday,36.666666666666664,Unhealthy for Sensitive Groups
17,26,13,439,23,69,83224,80721,18,10,3,Monday,56.666666666666664,Unhealthy
17,26,14,453,23,69,83254,82538,19,10,3,Monday,56.666666666666664,Unhealthy
15,22,12,472,22,71,83220,70555,20,10,3,Monday,50.0,Unhealthy
14,22,11,488,22,71,83185,68402,21,10,3,Monday,46.666666666666664,Unhealthy for Sensitive Groups
15,22,12,499,22,72,83123,69620,22,10,3,Monday,50.0,Unhealthy
14,22,11,508,21,71,83086,67597,23,10,3,Monday,46.666666666666664,Unhealthy for Sensitive Groups
12,19,10,508,21,71,83059,56705,0,11,3,Tuesday,40.0,Unhealthy for Sensitive Groups
11,17,9,515,21,71,83096,50987,1,11,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,492,20,71,83165,52030,2,11,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
11,16,9,491,21,72,83214,51309,3,11,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,459,20,72,83270,56078,4,11,3,Tuesday,40.0,Unhealthy for Sensitive Groups
16,25,13,451,21,73,83306,76272,5,11,3,Tuesday,53.333333333333336,Unhealthy
15,22,12,425,23,69,83278,69048,6,11,3,Tuesday,50.0,Unhealthy
10,15,8,413,27,58,83219,46729,7,11,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,408,28,53,83158,44940,8,11,3,Tuesday,30.0,Unhealthy for Sensitive Groups
13,20,10,409,29,51,83069,60976,9,11,3,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
8,12,6,407,29,47,82978,37447,10,11,3,Tuesday,26.666666666666668,Moderate
7,11,6,407,29,44,82891,33830,11,11,3,Tuesday,23.333333333333332,Moderate
4,7,3,409,30,40,82851,21204,12,11,3,Tuesday,13.333333333333334,Good
4,6,3,409,29,43,82849,20489,13,11,3,Tuesday,13.333333333333334,Good
4,7,3,415,28,45,82892,22095,14,11,3,Tuesday,13.333333333333334,Good
6,9,5,418,26,47,82928,28152,15,11,3,Tuesday,20.0,Moderate
10,15,8,432,25,54,82993,46946,16,11,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
13,20,10,446,24,59,83068,61952,17,11,3,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
16,24,12,460,23,62,83115,73291,18,11,3,Tuesday,53.333333333333336,Unhealthy
11,17,9,428,22,67,83218,53558,19,11,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
5,8,4,427,22,71,83250,24734,20,11,3,Tuesday,16.666666666666664,Moderate
7,10,5,435,22,71,83182,31993,21,11,3,Tuesday,23.333333333333332,Moderate
8,12,6,451,22,71,83134,37397,22,11,3,Tuesday,26.666666666666668,Moderate
10,15,8,472,22,73,83101,50213,23,11,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,482,21,74,83073,46755,0,12,3,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
10,16,8,493,21,74,83070,49503,1,12,3,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
13,19,10,496,21,73,83099,60141,2,12,3,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
13,19,10,514,21,73,83141,59957,3,12,3,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
18,27,14,512,21,73,83224,85678,4,12,3,Wednesday,60.0,Unhealthy
23,35,17,479,23,72,83294,111043,5,12,3,Wednesday,76.66666666666667,Unhealthy
25,38,20,433,23,70,83339,125614,6,12,3,Wednesday,83.33333333333334,Unhealthy
24,37,18,423,24,67,83311,119351,7,12,3,Wednesday,80.0,Unhealthy
23,35,17,419,25,62,83268,115529,8,12,3,Wednesday,76.66666666666667,Unhealthy
12,18,10,412,27,56,83205,57263,9,12,3,Wednesday,40.0,Unhealthy for Sensitive Groups
9,14,7,406,28,51,83103,42273,10,12,3,Wednesday,30.0,Unhealthy for Sensitive Groups
8,12,6,405,28,50,83017,37959,11,12,3,Wednesday,26.666666666666668,Moderate
6,10,5,407,28,45,82929,30708,12,12,3,Wednesday,20.0,Moderate
6,10,5,407,28,46,82875,31086,13,12,3,Wednesday,20.0,Moderate
6,10,5,410,25,51,82927,29200,14,12,3,Wednesday,20.0,Moderate
9,13,7,415,23,57,83000,40492,15,12,3,Wednesday,30.0,Unhealthy for Sensitive Groups
10,16,8,421,23,61,83085,47972,16,12,3,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
15,22,11,426,23,63,83184,67700,17,12,3,Wednesday,50.0,Unhealthy
14,21,11,428,23,66,83214,64563,18,12,3,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
16,24,13,436,22,68,83219,72335,19,12,3,Wednesday,53.333333333333336,Unhealthy
19,29,14,441,22,69,83222,88076,20,12,3,Wednesday,63.33333333333333,Unhealthy
15,23,12,453,22,70,83199,69031,21,12,3,Wednesday,50.0,Unhealthy
16,24,13,442,22,72,83147,72100,22,12,3,Wednesday,53.333333333333336,Unhealthy
15,23,12,448,21,73,83108,69486,23,12,3,Wednesday,50.0,Unhealthy
14,22,11,453,21,73,83104,66198,0,13,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
16,25,13,440,21,75,83109,74690,1,13,3,Thursday,53.333333333333336,Unhealthy
17,25,13,443,21,75,83154,76700,2,13,3,Thursday,56.666666666666664,Unhealthy
18,27,14,438,21,76,83206,81612,3,13,3,Thursday,60.0,Unhealthy
20,30,15,441,21,75,83265,93937,4,13,3,Thursday,66.66666666666666,Unhealthy
20,31,15,446,22,72,83347,99706,5,13,3,Thursday,66.66666666666666,Unhealthy
17,26,14,425,23,68,83373,79567,6,13,3,Thursday,56.666666666666664,Unhealthy
17,25,13,420,24,62,83339,76859,7,13,3,Thursday,56.666666666666664,Unhealthy
15,22,12,417,27,54,83295,69228,8,13,3,Thursday,50.0,Unhealthy
14,21,11,413,28,49,83194,65934,9,13,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
11,16,8,410,29,43,83072,50638,10,13,3,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,407,29,41,82974,44514,11,13,3,Thursday,30.0,Unhealthy for Sensitive Groups
8,13,6,406,29,40,82940,39293,12,13,3,Thursday,26.666666666666668,Moderate
7,11,6,406,28,41,82903,35195,13,13,3,Thursday,23.333333333333332,Moderate
7,11,6,408,28,43,82911,32878,14,13,3,Thursday,23.333333333333332,Moderate
9,15,7,413,26,48,82958,43109,15,13,3,Thursday,30.0,Unhealthy for Sensitive Groups
13,20,10,421,25,55,83023,59382,16,13,3,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
18,27,14,429,24,59,83100,82463,17,13,3,Thursday,60.0,Unhealthy
19,29,15,447,23,63,83173,89549,18,13,3,Thursday,63.33333333333333,Unhealthy
24,36,18,458,22,64,83224,115298,19,13,3,Thursday,80.0,Unhealthy
23,35,17,449,22,64,83245,109472,20,13,3,Thursday,76.66666666666667,Unhealthy
18,28,14,432,22,63,83210,85243,21,13,3,Thursday,60.0,Unhealthy
15,22,12,426,22,64,83167,68623,22,13,3,Thursday,50.0,Unhealthy
12,19,10,431,21,65,83140,58310,23,13,3,Thursday,40.0,Unhealthy for Sensitive Groups
12,19,10,456,21,67,83123,58487,0,14,3,Friday,40.0,Unhealthy for Sensitive Groups
12,18,10,458,20,68,83137,55406,1,14,3,Friday,40.0,Unhealthy for Sensitive Groups
13,19,10,470,20,68,83140,58330,2,14,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
17,26,14,485,19,68,83159,79629,3,14,3,Friday,56.666666666666664,Unhealthy
20,31,15,481,23,61,83176,97106,4,14,3,Friday,66.66666666666666,Unhealthy
15,22,12,429,26,54,83215,67951,5,14,3,Friday,50.0,Unhealthy
11,16,9,414,28,44,83232,50869,6,14,3,Friday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,410,29,36,83194,43102,7,14,3,Friday,30.0,Unhealthy for Sensitive Groups
9,14,7,408,31,31,83111,42701,8,14,3,Friday,30.0,Unhealthy for Sensitive Groups
7,11,6,406,32,26,83012,34874,9,14,3,Friday,23.333333333333332,Moderate
7,11,6,408,33,24,82911,35552,10,14,3,Friday,23.333333333333332,Moderate
7,12,6,408,32,25,82834,35745,11,14,3,Friday,23.333333333333332,Moderate
5,9,4,408,32,24,82785,25926,12,14,3,Friday,16.666666666666664,Moderate
5,7,4,408,31,26,82751,23202,13,14,3,Friday,16.666666666666664,Moderate
5,9,4,409,29,29,82773,26449,14,14,3,Friday,16.666666666666664,Moderate
6,10,5,416,28,31,82821,30184,15,14,3,Friday,20.0,Moderate
9,16,7,425,26,34,82863,44038,16,14,3,Friday,30.0,Unhealthy for Sensitive Groups
14,22,11,428,25,39,82952,64822,17,14,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
14,22,11,441,24,45,83032,66696,18,14,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
18,28,14,446,23,48,83107,84836,19,14,3,Friday,60.0,Unhealthy
17,25,14,445,23,51,83176,77417,20,14,3,Friday,56.666666666666664,Unhealthy
17,25,13,455,22,54,83145,77143,21,14,3,Friday,56.666666666666664,Unhealthy
17,26,14,458,22,57,83132,79697,22,14,3,Friday,56.666666666666664,Unhealthy
15,23,12,462,21,59,83106,70278,23,14,3,Friday,50.0,Unhealthy
13,20,10,454,21,60,83082,62045,0,15,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,10,452,20,62,83102,56484,1,15,3,Saturday,40.0,Unhealthy for Sensitive Groups
14,22,11,447,20,63,83150,67441,2,15,3,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
19,29,15,455,20,64,83226,88530,3,15,3,Saturday,63.33333333333333,Unhealthy
17,26,13,447,22,59,83287,77753,4,15,3,Saturday,56.666666666666664,Unhealthy
16,24,13,421,25,53,83339,73101,5,15,3,Saturday,53.333333333333336,Unhealthy
14,22,11,414,26,52,83394,66869,6,15,3,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
13,21,11,410,28,45,83372,62343,7,15,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
13,21,11,406,30,42,83254,62072,8,15,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
10,16,8,403,31,36,83156,47213,9,15,3,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,402,32,33,83054,42552,10,15,3,Saturday,30.0,Unhealthy for Sensitive Groups
8,12,6,402,32,31,82979,38049,11,15,3,Saturday,26.666666666666668,Moderate
8,13,6,403,31,33,82936,39492,12,15,3,Saturday,26.666666666666668,Moderate
7,11,6,404,30,34,82898,32990,13,15,3,Saturday,23.333333333333332,Moderate
7,11,6,406,29,36,82915,32443,14,15,3,Saturday,23.333333333333332,Moderate
9,15,8,411,27,40,82959,44036,15,15,3,Saturday,30.0,Unhealthy for Sensitive Groups
13,21,11,417,26,42,83036,62162,16,15,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
16,25,13,424,25,45,83117,73149,17,15,3,Saturday,53.333333333333336,Unhealthy
15,23,12,435,24,49,83201,69711,18,15,3,Saturday,50.0,Unhealthy
19,29,15,445,24,51,83304,88106,19,15,3,Saturday,63.33333333333333,Unhealthy
20,30,15,450,23,54,83338,94242,20,15,3,Saturday,66.66666666666666,Unhealthy
21,33,15,456,23,57,83281,101013,21,15,3,Saturday,70.0,Unhealthy
24,37,18,460,22,59,83238,117586,22,15,3,Saturday,80.0,Unhealthy
20,30,15,461,22,61,83209,93600,23,15,3,Saturday,66.66666666666666,Unhealthy
18,28,14,468,22,62,83193,85481,0,16,3,Sunday,60.0,Unhealthy
18,27,14,465,22,63,83216,82883,1,16,3,Sunday,60.0,Unhealthy
20,30,15,447,21,67,83249,93370,2,16,3,Sunday,66.66666666666666,Unhealthy
20,30,15,467,21,67,83297,96320,3,16,3,Sunday,66.66666666666666,Unhealthy
20,31,15,456,22,65,83365,100452,4,16,3,Sunday,66.66666666666666,Unhealthy
18,28,15,423,26,56,83406,86131,5,16,3,Sunday,60.0,Unhealthy
18,28,14,413,28,50,83433,85049,6,16,3,Sunday,60.0,Unhealthy
19,29,15,409,29,46,83410,90175,7,16,3,Sunday,63.33333333333333,Unhealthy
31,47,23,411,30,40,83343,153181,8,16,3,Sunday,103.33333333333334,Very Unhealthy
22,34,16,409,31,34,83264,110361,9,16,3,Sunday,73.33333333333333,Unhealthy
17,25,13,406,31,32,83165,79092,10,16,3,Sunday,56.666666666666664,Unhealthy
13,20,11,405,32,32,83062,63546,11,16,3,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
11,17,9,405,31,32,82978,54245,12,16,3,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,407,30,34,82942,47436,13,16,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,407,29,36,82950,46450,14,16,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
12,18,9,412,28,39,82996,55755,15,16,3,Sunday,40.0,Unhealthy for Sensitive Groups
15,23,12,420,26,44,83095,71251,16,16,3,Sunday,50.0,Unhealthy
19,29,14,423,26,47,83205,91609,17,16,3,Sunday,63.33333333333333,Unhealthy
15,23,12,417,24,59,83303,71441,18,16,3,Sunday,50.0,Unhealthy
10,15,8,417,23,62,83360,47363,19,16,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,424,22,65,83345,47502,20,16,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
13,19,10,434,22,68,83353,60232,21,16,3,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
7,11,5,417,21,67,83338,32401,22,16,3,Sunday,23.333333333333332,Moderate
5,7,4,418,21,68,83293,23594,23,16,3,Sunday,16.666666666666664,Moderate
7,10,5,417,21,67,83307,31824,0,17,3,Monday,23.333333333333332,Moderate
8,12,6,419,20,69,83342,38437,1,17,3,Monday,26.666666666666668,Moderate
9,14,7,422,21,69,83364,44828,2,17,3,Monday,30.0,Unhealthy for Sensitive Groups
11,17,9,431,21,70,83390,53179,3,17,3,Monday,36.666666666666664,Unhealthy for Sensitive Groups
15,23,12,441,21,71,83433,72160,4,17,3,Monday,50.0,Unhealthy
20,30,15,443,22,70,83470,99550,5,17,3,Monday,66.66666666666666,Unhealthy
16,24,12,421,24,63,83465,73444,6,17,3,Monday,53.333333333333336,Unhealthy
14,21,11,408,25,57,83429,64680,7,17,3,Monday,46.666666666666664,Unhealthy for Sensitive Groups
15,23,12,408,28,50,83342,71751,8,17,3,Monday,50.0,Unhealthy
17,26,13,406,29,45,83244,79983,9,17,3,Monday,56.666666666666664,Unhealthy
14,21,11,405,30,40,83129,66357,10,17,3,Monday,46.666666666666664,Unhealthy for Sensitive Groups
12,17,9,404,30,40,83035,54956,11,17,3,Monday,40.0,Unhealthy for Sensitive Groups
10,16,8,403,30,39,82977,48889,12,17,3,Monday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,404,29,39,82933,45058,13,17,3,Monday,30.0,Unhealthy for Sensitive Groups
10,16,8,405,28,42,82939,49396,14,17,3,Monday,33.33333333333333,Unhealthy for Sensitive Groups
13,21,11,411,26,51,83002,63182,15,17,3,Monday,43.333333333333336,Unhealthy for Sensitive Groups
15,22,11,417,25,53,83088,68320,16,17,3,Monday,50.0,Unhealthy
18,27,14,440,24,58,83185,84968,17,17,3,Monday,60.0,Unhealthy
27,41,20,434,24,61,83245,130994,18,17,3,Monday,90.0,Unhealthy
22,34,16,444,23,63,83297,108013,19,17,3,Monday,73.33333333333333,Unhealthy
19,29,15,434,23,63,83297,91552,20,17,3,Monday,63.33333333333333,Unhealthy
15,23,12,424,22,65,83306,70375,21,17,3,Monday,50.0,Unhealthy
14,21,11,422,22,69,83240,65513,22,17,3,Monday,46.666666666666664,Unhealthy for Sensitive Groups
13,19,10,418,21,70,83167,59717,23,17,3,Monday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,9,419,21,73,83151,53844,0,18,3,Tuesday,40.0,Unhealthy for Sensitive Groups
10,16,8,420,20,74,83196,48405,1,18,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
12,18,10,420,20,75,83225,56538,2,18,3,Tuesday,40.0,Unhealthy for Sensitive Groups
11,16,9,417,20,74,83226,51393,3,18,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
12,19,10,416,21,71,83272,58168,4,18,3,Tuesday,40.0,Unhealthy for Sensitive Groups
11,17,9,412,23,67,83348,51856,5,18,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,415,22,69,83415,44252,6,18,3,Tuesday,30.0,Unhealthy for Sensitive Groups
10,15,8,413,24,63,83368,47970,7,18,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
13,19,10,405,26,55,83311,60424,8,18,3,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
11,16,8,403,26,55,83239,50465,9,18,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
8,13,6,401,27,53,83121,40339,10,18,3,Tuesday,26.666666666666668,Moderate
8,12,6,400,26,52,83015,39833,11,18,3,Tuesday,26.666666666666668,Moderate
8,12,6,401,26,51,82961,38712,12,18,3,Tuesday,26.666666666666668,Moderate
9,13,7,404,26,51,82950,42198,13,18,3,Tuesday,30.0,Unhealthy for Sensitive Groups
9,14,7,405,25,54,82965,44963,14,18,3,Tuesday,30.0,Unhealthy for Sensitive Groups
11,16,8,411,24,58,83012,50201,15,18,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
16,24,13,424,24,61,83049,76360,16,18,3,Tuesday,53.333333333333336,Unhealthy
