PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),Temperature (Celsius),Humidity (%),Pressure (pascal),Particle Count,hour,day,month,day_of_week,AQI,AQI Category
8,16,6,404,31,34,82977,721,10,13,1,Monday,26.666666666666668,Moderate
9,18,7,403,30,37,82884,803,11,13,1,Monday,30.0,Unhealthy for Sensitive Groups
9,17,6,404,29,39,82817,760,12,13,1,Monday,30.0,Unhealthy for Sensitive Groups
10,19,6,404,28,40,82794,787,13,13,1,Monday,33.33333333333333,Unhealthy for Sensitive Groups
10,20,7,407,27,42,82812,822,14,13,1,Monday,33.33333333333333,Unhealthy for Sensitive Groups
10,20,7,411,26,47,82880,846,15,13,1,Monday,33.33333333333333,Unhealthy for Sensitive Groups
11,21,8,414,25,52,82965,928,16,13,1,Monday,36.666666666666664,Unhealthy for Sensitive Groups
13,22,10,418,24,55,83043,1101,17,13,1,Monday,43.333333333333336,Unhealthy for Sensitive Groups
15,27,12,420,24,57,83128,1364,18,13,1,Monday,50.0,Unhealthy
14,24,11,421,23,58,83173,1257,19,13,1,Monday,46.666666666666664,Unhealthy for Sensitive Groups
14,24,11,432,22,60,83180,1240,20,13,1,Monday,46.666666666666664,Unhealthy for Sensitive Groups
14,23,11,442,22,62,83153,1261,21,13,1,Monday,46.666666666666664,Unhealthy for Sensitive Groups
14,22,11,450,21,63,83110,1249,22,13,1,Monday,46.666666666666664,Unhealthy for Sensitive Groups
12,20,10,455,20,63,83071,1123,23,13,1,Monday,40.0,Unhealthy for Sensitive Groups
13,21,10,462,20,64,83047,1200,0,14,1,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
15,23,12,463,19,64,83069,1328,1,14,1,Tuesday,50.0,Unhealthy
12,20,10,447,18,64,83109,1107,2,14,1,Tuesday,40.0,Unhealthy for Sensitive Groups
11,18,9,447,18,63,83164,1047,3,14,1,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
13,21,10,444,20,58,83219,1135,4,14,1,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
12,21,9,416,24,47,83257,1022,5,14,1,Tuesday,40.0,Unhealthy for Sensitive Groups
11,19,8,411,26,42,83262,960,6,14,1,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
10,18,7,405,27,37,83213,835,7,14,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
11,21,7,404,28,34,83154,862,8,14,1,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
12,25,7,403,29,31,83088,893,9,14,1,Tuesday,40.0,Unhealthy for Sensitive Groups
10,19,7,403,29,32,83000,860,10,14,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
10,19,7,401,28,35,82917,863,11,14,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
10,19,7,401,28,36,82825,863,12,14,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
10,19,7,402,27,38,82800,882,13,14,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
11,22,8,404,26,42,82854,965,14,14,1,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
11,21,8,408,24,43,82922,928,15,14,1,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
14,26,10,413,23,48,83009,1173,16,14,1,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
16,28,12,420,22,52,83090,1336,17,14,1,Tuesday,53.333333333333336,Unhealthy
18,31,14,426,22,54,83135,1643,18,14,1,Tuesday,60.0,Unhealthy
19,31,15,434,21,56,83169,1768,19,14,1,Tuesday,63.33333333333333,Unhealthy
14,23,11,430,20,56,83190,1280,20,14,1,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
13,21,10,434,20,56,83165,1207,21,14,1,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
15,24,12,441,19,57,83130,1386,22,14,1,Tuesday,50.0,Unhealthy
14,21,11,453,19,59,83104,1282,23,14,1,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
13,19,10,457,18,61,83100,1145,0,15,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
15,22,12,462,18,62,83137,1337,1,15,1,Wednesday,50.0,Unhealthy
14,21,11,450,17,62,83178,1237,2,15,1,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
13,21,10,451,17,62,83246,1228,3,15,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
20,33,15,442,18,60,83347,1790,4,15,1,Wednesday,66.66666666666666,Unhealthy
19,31,14,433,19,65,83427,1655,5,15,1,Wednesday,63.33333333333333,Unhealthy
14,23,11,420,20,62,83442,1288,6,15,1,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
13,21,10,416,21,59,83439,1213,7,15,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
10,18,7,410,23,54,83366,841,8,15,1,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
9,18,6,404,25,48,83293,664,9,15,1,Wednesday,30.0,Unhealthy for Sensitive Groups
7,15,5,402,25,45,83211,565,10,15,1,Wednesday,23.333333333333332,Moderate
6,13,4,401,26,43,83115,502,11,15,1,Wednesday,20.0,Moderate
7,14,4,402,26,42,83048,504,12,15,1,Wednesday,23.333333333333332,Moderate
7,14,4,402,26,41,83038,509,13,15,1,Wednesday,23.333333333333332,Moderate
7,15,5,404,25,42,83064,570,14,15,1,Wednesday,23.333333333333332,Moderate
8,16,6,408,23,44,83111,681,15,15,1,Wednesday,26.666666666666668,Moderate
17,32,11,413,22,48,83178,1356,16,15,1,Wednesday,56.666666666666664,Unhealthy
26,48,18,417,21,52,83238,2177,17,15,1,Wednesday,86.66666666666667,Unhealthy
16,28,13,422,20,55,83315,1416,18,15,1,Wednesday,53.333333333333336,Unhealthy
15,26,12,426,20,57,83367,1370,19,15,1,Wednesday,50.0,Unhealthy
13,23,10,425,19,59,83369,1195,20,15,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
13,22,10,426,19,60,83350,1149,21,15,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
10,19,8,428,19,62,83318,935,22,15,1,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
8,14,6,437,18,63,83275,729,23,15,1,Wednesday,26.666666666666668,Moderate
7,13,6,436,18,63,83261,659,0,16,1,Thursday,23.333333333333332,Moderate
6,11,5,437,17,64,83251,604,1,16,1,Thursday,20.0,Moderate
6,11,5,440,17,65,83267,579,2,16,1,Thursday,20.0,Moderate
7,12,5,442,17,65,83288,620,3,16,1,Thursday,23.333333333333332,Moderate
16,29,11,432,19,61,83333,1288,4,16,1,Thursday,53.333333333333336,Unhealthy
16,27,11,424,21,55,83406,1312,5,16,1,Thursday,53.333333333333336,Unhealthy
17,30,13,417,23,51,83420,1453,6,16,1,Thursday,56.666666666666664,Unhealthy
11,21,8,409,25,45,83383,959,7,16,1,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
8,15,6,405,26,40,83322,667,8,16,1,Thursday,26.666666666666668,Moderate
9,18,6,405,27,38,83251,694,9,16,1,Thursday,30.0,Unhealthy for Sensitive Groups
9,17,6,404,28,36,83179,635,10,16,1,Thursday,30.0,Unhealthy for Sensitive Groups
7,14,4,403,27,35,83109,503,11,16,1,Thursday,23.333333333333332,Moderate
6,11,4,403,27,37,83069,460,12,16,1,Thursday,20.0,Moderate
5,10,3,403,27,37,83061,420,13,16,1,Thursday,16.666666666666664,Moderate
6,12,4,404,26,41,83079,503,14,16,1,Thursday,20.0,Moderate
7,13,5,407,24,45,83117,593,15,16,1,Thursday,23.333333333333332,Moderate
10,19,7,413,23,49,83169,870,16,16,1,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
12,20,10,418,22,52,83236,1128,17,16,1,Thursday,40.0,Unhealthy for Sensitive Groups
20,33,15,420,21,54,83275,1846,18,16,1,Thursday,66.66666666666666,Unhealthy
22,34,16,428,20,57,83287,2038,19,16,1,Thursday,73.33333333333333,Unhealthy
21,32,15,435,20,58,83293,1931,20,16,1,Thursday,70.0,Unhealthy
17,27,13,435,19,59,83260,1573,21,16,1,Thursday,56.666666666666664,Unhealthy
12,18,10,431,19,59,83205,1089,22,16,1,Thursday,40.0,Unhealthy for Sensitive Groups
11,17,9,427,19,60,83148,1004,23,16,1,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
9,13,7,427,19,61,83130,798,0,17,1,Friday,30.0,Unhealthy for Sensitive Groups
8,13,6,426,18,61,83144,724,1,17,1,Friday,26.666666666666668,Moderate
8,14,6,431,18,63,83208,770,2,17,1,Friday,26.666666666666668,Moderate
11,17,8,432,17,64,83269,977,3,17,1,Friday,36.666666666666664,Unhealthy for Sensitive Groups
16,28,12,435,19,60,83335,1368,4,17,1,Friday,53.333333333333336,Unhealthy
12,20,9,417,22,56,83386,1059,5,17,1,Friday,40.0,Unhealthy for Sensitive Groups
10,17,7,410,25,49,83396,883,6,17,1,Friday,33.33333333333333,Unhealthy for Sensitive Groups
10,19,8,406,25,48,83371,912,7,17,1,Friday,33.33333333333333,Unhealthy for Sensitive Groups
10,17,7,403,27,45,83316,852,8,17,1,Friday,33.33333333333333,Unhealthy for Sensitive Groups
8,14,6,402,28,39,83229,747,9,17,1,Friday,26.666666666666668,Moderate
7,13,6,401,29,34,83150,644,10,17,1,Friday,23.333333333333332,Moderate
8,15,6,401,29,34,83068,741,11,17,1,Friday,26.666666666666668,Moderate
8,16,6,402,29,35,83007,690,12,17,1,Friday,26.666666666666668,Moderate
8,15,6,402,28,36,82968,697,13,17,1,Friday,26.666666666666668,Moderate
8,14,6,404,26,38,82993,646,14,17,1,Friday,26.666666666666668,Moderate
9,16,6,408,25,42,83062,747,15,17,1,Friday,30.0,Unhealthy for Sensitive Groups
14,25,10,413,24,45,83112,1169,16,17,1,Friday,46.666666666666664,Unhealthy for Sensitive Groups
18,32,13,417,23,49,83149,1519,17,17,1,Friday,60.0,Unhealthy
15,25,11,418,22,52,83210,1298,18,17,1,Friday,50.0,Unhealthy
17,29,13,420,21,55,83224,1494,19,17,1,Friday,56.666666666666664,Unhealthy
16,27,13,439,20,59,83220,1467,20,17,1,Friday,53.333333333333336,Unhealthy
18,28,14,452,20,61,83212,1593,21,17,1,Friday,60.0,Unhealthy
18,28,14,460,20,62,83177,1611,22,17,1,Friday,60.0,Unhealthy
17,26,14,453,19,63,83137,1512,23,17,1,Friday,56.666666666666664,Unhealthy
18,28,14,456,19,63,83126,1595,0,18,1,Saturday,60.0,Unhealthy
19,30,15,467,18,64,83145,1745,1,18,1,Saturday,63.33333333333333,Unhealthy
18,27,14,475,18,64,83169,1608,2,18,1,Saturday,60.0,Unhealthy
18,28,14,471,17,64,83212,1641,3,18,1,Saturday,60.0,Unhealthy
21,32,15,468,19,61,83254,1931,4,18,1,Saturday,70.0,Unhealthy
19,30,14,425,24,55,83307,1722,5,18,1,Saturday,63.33333333333333,Unhealthy
11,19,9,405,26,47,83310,1037,6,18,1,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,8,404,28,41,83263,971,7,18,1,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
8,13,6,404,30,34,83198,730,8,18,1,Saturday,26.666666666666668,Moderate
6,9,5,403,31,27,83108,548,9,18,1,Saturday,20.0,Moderate
6,9,5,405,32,25,83036,532,10,18,1,Saturday,20.0,Moderate
6,11,5,406,32,25,82920,565,11,18,1,Saturday,20.0,Moderate
6,12,5,407,30,27,82855,590,12,18,1,Saturday,20.0,Moderate
5,10,4,409,29,29,82834,488,13,18,1,Saturday,16.666666666666664,Moderate
4,8,3,411,28,32,82859,407,14,18,1,Saturday,13.333333333333334,Good
6,12,5,414,27,35,82902,589,15,18,1,Saturday,20.0,Moderate
11,21,9,420,25,37,82970,972,16,18,1,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
12,22,10,429,24,41,83063,1126,17,18,1,Saturday,40.0,Unhealthy for Sensitive Groups
17,31,13,430,23,44,83174,1457,18,18,1,Saturday,56.666666666666664,Unhealthy
22,42,15,439,23,47,83209,1872,19,18,1,Saturday,73.33333333333333,Unhealthy
18,32,14,433,23,49,83228,1580,20,18,1,Saturday,60.0,Unhealthy
18,30,13,429,22,55,83205,1552,21,18,1,Saturday,60.0,Unhealthy
16,25,12,435,21,57,83143,1389,22,18,1,Saturday,53.333333333333336,Unhealthy
12,19,10,441,21,59,83086,1115,23,18,1,Saturday,40.0,Unhealthy for Sensitive Groups
11,18,9,439,21,61,83086,1029,0,19,1,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
10,17,8,439,21,62,83119,960,1,19,1,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
10,16,8,444,20,63,83161,971,2,19,1,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
16,25,13,452,20,65,83207,1503,3,19,1,Sunday,53.333333333333336,Unhealthy
15,24,12,456,21,62,83258,1372,4,19,1,Sunday,50.0,Unhealthy
11,19,9,413,25,56,83285,1041,5,19,1,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
10,16,7,406,27,49,83285,867,6,19,1,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
10,18,8,405,28,46,83251,957,7,19,1,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
14,24,11,407,30,42,83185,1233,8,19,1,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
13,22,10,406,30,39,83107,1143,9,19,1,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
10,18,8,406,30,37,83015,933,10,19,1,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
9,15,7,405,31,34,82911,787,11,19,1,Sunday,30.0,Unhealthy for Sensitive Groups
7,13,6,405,30,33,82844,648,12,19,1,Sunday,23.333333333333332,Moderate
7,13,6,405,30,32,82811,672,13,19,1,Sunday,23.333333333333332,Moderate
8,15,6,406,28,37,82823,759,14,19,1,Sunday,26.666666666666668,Moderate
12,20,9,410,27,42,82877,1082,15,19,1,Sunday,40.0,Unhealthy for Sensitive Groups
10,18,8,417,25,46,82943,949,16,19,1,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
12,21,10,426,24,50,83004,1109,17,19,1,Sunday,40.0,Unhealthy for Sensitive Groups
19,32,14,425,23,52,83062,1692,18,19,1,Sunday,63.33333333333333,Unhealthy
17,27,13,441,22,57,83128,1529,19,19,1,Sunday,56.666666666666664,Unhealthy
19,30,15,450,22,58,83129,1738,20,19,1,Sunday,63.33333333333333,Unhealthy
20,32,15,452,21,60,83099,1832,21,19,1,Sunday,66.66666666666666,Unhealthy
19,30,15,453,21,62,83067,1741,22,19,1,Sunday,63.33333333333333,Unhealthy
16,24,13,452,20,62,83043,1412,23,19,1,Sunday,53.333333333333336,Unhealthy
14,21,11,455,20,63,83020,1246,0,20,1,Monday,46.666666666666664,Unhealthy for Sensitive Groups
12,19,10,459,19,64,83072,1137,1,20,1,Monday,40.0,Unhealthy for Sensitive Groups
11,18,9,455,19,65,83137,1048,2,20,1,Monday,36.666666666666664,Unhealthy for Sensitive Groups
12,19,10,462,19,65,83154,1067,3,20,1,Monday,40.0,Unhealthy for Sensitive Groups
16,27,13,453,21,62,83194,1439,4,20,1,Monday,53.333333333333336,Unhealthy
12,21,9,417,25,53,83262,1069,5,20,1,Monday,40.0,Unhealthy for Sensitive Groups
10,16,7,410,27,48,83302,879,6,20,1,Monday,33.33333333333333,Unhealthy for Sensitive Groups
11,18,9,410,27,45,83282,1000,7,20,1,Monday,36.666666666666664,Unhealthy for Sensitive Groups
11,18,8,409,30,39,83206,975,8,20,1,Monday,36.666666666666664,Unhealthy for Sensitive Groups
13,20,10,409,31,35,83122,1160,9,20,1,Monday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,9,407,32,33,83003,1049,10,20,1,Monday,40.0,Unhealthy for Sensitive Groups
9,15,7,407,32,29,82898,866,11,20,1,Monday,30.0,Unhealthy for Sensitive Groups
8,13,6,407,32,27,82821,743,12,20,1,Monday,26.666666666666668,Moderate
8,13,6,408,31,27,82804,708,13,20,1,Monday,26.666666666666668,Moderate
8,16,6,411,29,28,82835,761,14,20,1,Monday,26.666666666666668,Moderate
12,23,9,416,27,33,82922,1071,15,20,1,Monday,40.0,Unhealthy for Sensitive Groups
15,26,11,423,25,38,83040,1259,16,20,1,Monday,50.0,Unhealthy
16,27,13,424,24,44,83126,1433,17,20,1,Monday,53.333333333333336,Unhealthy
20,34,15,433,24,48,83227,1840,18,20,1,Monday,66.66666666666666,Unhealthy
20,33,15,432,24,51,83280,1832,19,20,1,Monday,66.66666666666666,Unhealthy
16,27,12,428,23,51,83271,1434,20,20,1,Monday,53.333333333333336,Unhealthy
12,21,10,427,23,52,83260,1064,21,20,1,Monday,40.0,Unhealthy for Sensitive Groups
12,21,10,431,23,54,83258,1087,22,20,1,Monday,40.0,Unhealthy for Sensitive Groups
12,19,10,441,22,57,83217,1078,23,20,1,Monday,40.0,Unhealthy for Sensitive Groups
12,19,10,444,22,59,83209,1089,0,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
12,18,9,454,21,62,83213,1050,1,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
12,18,10,466,20,63,83227,1069,2,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
13,22,10,469,20,63,83243,1132,3,21,1,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
19,30,14,468,21,60,83284,1701,4,21,1,Tuesday,63.33333333333333,Unhealthy
17,28,12,429,25,52,83347,1485,5,21,1,Tuesday,56.666666666666664,Unhealthy
9,16,7,410,28,44,83339,844,6,21,1,Tuesday,30.0,Unhealthy for Sensitive Groups
10,17,8,408,30,39,83306,918,7,21,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
10,17,8,406,30,36,83236,946,8,21,1,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
12,19,9,405,31,33,83133,1043,9,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
12,20,10,406,32,30,83034,1136,10,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
13,22,10,406,32,29,82944,1148,11,21,1,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
12,21,10,406,31,30,82884,1099,12,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
12,22,9,408,29,35,82878,1037,13,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
11,20,8,409,28,36,82897,918,14,21,1,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
12,22,9,414,26,38,82953,1047,15,21,1,Tuesday,40.0,Unhealthy for Sensitive Groups
16,30,12,424,25,43,83023,1406,16,21,1,Tuesday,53.333333333333336,Unhealthy
16,29,12,424,24,49,83113,1397,17,21,1,Tuesday,53.333333333333336,Unhealthy
18,29,14,424,23,54,83190,1565,18,21,1,Tuesday,60.0,Unhealthy
20,34,15,427,23,57,83246,1834,19,21,1,Tuesday,66.66666666666666,Unhealthy
20,32,15,434,22,58,83267,1786,20,21,1,Tuesday,66.66666666666666,Unhealthy
18,28,14,445,22,61,83261,1600,21,21,1,Tuesday,60.0,Unhealthy
19,30,15,448,21,62,83223,1771,22,21,1,Tuesday,63.33333333333333,Unhealthy
17,26,13,457,21,62,83203,1553,23,21,1,Tuesday,56.666666666666664,Unhealthy
14,22,11,463,20,63,83192,1319,0,22,1,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
15,24,12,474,20,63,83208,1401,1,22,1,Wednesday,50.0,Unhealthy
12,18,10,472,19,63,83245,1091,2,22,1,Wednesday,40.0,Unhealthy for Sensitive Groups
12,18,9,465,19,63,83271,1064,3,22,1,Wednesday,40.0,Unhealthy for Sensitive Groups
25,44,17,465,20,60,83339,2054,4,22,1,Wednesday,83.33333333333334,Unhealthy
17,29,13,435,24,53,83376,1529,5,22,1,Wednesday,56.666666666666664,Unhealthy
9,17,7,410,26,48,83380,874,6,22,1,Wednesday,30.0,Unhealthy for Sensitive Groups
10,16,8,408,29,41,83322,941,7,22,1,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
12,19,10,406,30,38,83267,1104,8,22,1,Wednesday,40.0,Unhealthy for Sensitive Groups
15,24,11,407,31,33,83184,1315,9,22,1,Wednesday,50.0,Unhealthy
13,22,10,407,32,30,83061,1116,10,22,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
9,16,7,407,32,28,82985,805,11,22,1,Wednesday,30.0,Unhealthy for Sensitive Groups
9,16,6,406,31,29,82904,801,12,22,1,Wednesday,30.0,Unhealthy for Sensitive Groups
8,14,6,408,30,28,82870,762,13,22,1,Wednesday,26.666666666666668,Moderate
9,16,6,410,28,31,82893,779,14,22,1,Wednesday,30.0,Unhealthy for Sensitive Groups
9,17,7,413,27,37,82984,817,15,22,1,Wednesday,30.0,Unhealthy for Sensitive Groups
12,23,9,418,25,42,83125,1065,16,22,1,Wednesday,40.0,Unhealthy for Sensitive Groups
13,25,10,419,24,50,83218,1156,17,22,1,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
15,26,12,420,23,56,83301,1371,18,22,1,Wednesday,50.0,Unhealthy
14,23,11,420,23,57,83327,1280,19,22,1,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
11,18,9,422,22,58,83364,1017,20,22,1,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
8,14,6,417,22,62,83327,791,21,22,1,Wednesday,26.666666666666668,Moderate
8,13,6,417,22,63,83252,740,22,22,1,Wednesday,26.666666666666668,Moderate
9,14,7,425,21,64,83202,845,23,22,1,Wednesday,30.0,Unhealthy for Sensitive Groups
9,15,7,435,20,65,83175,860,0,23,1,Thursday,30.0,Unhealthy for Sensitive Groups
9,14,7,447,20,65,83179,827,1,23,1,Thursday,30.0,Unhealthy for Sensitive Groups
10,16,8,448,20,65,83179,959,2,23,1,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
13,21,11,458,19,65,83217,1227,3,23,1,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
20,31,15,456,21,61,83284,1805,4,23,1,Thursday,66.66666666666666,Unhealthy
19,31,14,435,24,54,83350,1755,5,23,1,Thursday,63.33333333333333,Unhealthy
10,16,8,409,26,45,83346,910,6,23,1,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
10,17,8,407,28,42,83306,950,7,23,1,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
11,17,9,408,30,37,83230,991,8,23,1,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,406,31,33,83133,854,9,23,1,Thursday,30.0,Unhealthy for Sensitive Groups
11,17,9,405,31,32,83023,981,10,23,1,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
11,19,9,406,31,33,82921,1030,11,23,1,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
12,20,9,406,30,36,82853,1033,12,23,1,Thursday,40.0,Unhealthy for Sensitive Groups
12,21,9,405,29,40,82818,1025,13,23,1,Thursday,40.0,Unhealthy for Sensitive Groups
12,20,9,411,28,42,82854,1052,14,23,1,Thursday,40.0,Unhealthy for Sensitive Groups
13,23,11,412,26,45,82884,1192,15,23,1,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
18,29,14,419,25,47,82947,1595,16,23,1,Thursday,60.0,Unhealthy
20,31,15,424,24,51,83032,1781,17,23,1,Thursday,66.66666666666666,Unhealthy
19,31,15,420,24,55,83125,1704,18,23,1,Thursday,63.33333333333333,Unhealthy
18,27,14,420,23,56,83176,1573,19,23,1,Thursday,60.0,Unhealthy
16,24,13,420,23,57,83190,1424,20,23,1,Thursday,53.333333333333336,Unhealthy
15,24,12,424,22,58,83172,1395,21,23,1,Thursday,50.0,Unhealthy
17,26,14,430,21,60,83128,1534,22,23,1,Thursday,56.666666666666664,Unhealthy
14,22,11,438,21,62,83092,1312,23,23,1,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
13,20,10,435,20,63,83061,1217,0,24,1,Friday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,10,445,20,63,83093,1187,1,24,1,Friday,43.333333333333336,Unhealthy for Sensitive Groups
16,25,13,452,20,64,83134,1462,2,24,1,Friday,53.333333333333336,Unhealthy
19,29,14,459,19,64,83173,1714,3,24,1,Friday,63.33333333333333,Unhealthy
25,40,19,460,21,61,83220,2350,4,24,1,Friday,83.33333333333334,Unhealthy
23,37,17,427,24,54,83257,2072,5,24,1,Friday,76.66666666666667,Unhealthy
15,24,12,408,26,49,83277,1333,6,24,1,Friday,50.0,Unhealthy
15,23,11,406,28,43,83226,1320,7,24,1,Friday,50.0,Unhealthy
15,24,12,406,29,41,83147,1335,8,24,1,Friday,50.0,Unhealthy
16,27,13,406,30,37,83067,1453,9,24,1,Friday,53.333333333333336,Unhealthy
15,25,12,406,31,35,82955,1347,10,24,1,Friday,50.0,Unhealthy
16,27,13,407,31,36,82843,1433,11,24,1,Friday,53.333333333333336,Unhealthy
17,28,13,407,30,38,82775,1428,12,24,1,Friday,56.666666666666664,Unhealthy
17,29,13,406,29,42,82765,1431,13,24,1,Friday,56.666666666666664,Unhealthy
13,22,10,408,27,42,82833,1161,14,24,1,Friday,43.333333333333336,Unhealthy for Sensitive Groups
17,27,13,412,26,46,82891,1498,15,24,1,Friday,56.666666666666664,Unhealthy
